# JMMC - Calibrator group
#
# This file has been created by Search Calibrators Software
#		Version : 3.3.5b
#		Date    : 2006-11-06T13:39:44
#
# REQUEST = -objectName HD 195019 -mag 0.00 -diffRa 1800 -diffDec 600 -radius 1.12 -band K -minMagRange 1 -maxMagRange 20 -ra 20:28:17 -dec 18:46:12 -baseMax 100 -wlen 0.5 -file HD 195019.csv -bright false -visErr 1 
# FORMAT = STANDARD
ID_HD	ID_HIP	ID_DM	ID_TYC1	ID_TYC2	ID_TYC3	ID_CATALOG	ID_2MASS	POS_EQ_RA_MAIN	POS_EQ_DEC_MAIN	ID_DENIS	POS_EQ_RA_OTHER	POS_EQ_DEC_OTHER	POS_EQ_PMDEC	POS_EQ_PMRA	POS_PARLX_TRIG	SPECT_TYPE_MK	CODE_VARIAB_V1	CODE_VARIAB_V2	VAR_CLASS	CODE_MULT_FLAG	CODE_MISC_I	CODE_MISC_J	CODE_MISC_K	CODE_QUALITY	POS_GAL_LAT	POS_GAL_LON	VELOC_HC	LD_DIAM	LD_DIAM_ERROR	UD_DIAM	UD_DIAM_ERROR	UDDK_DIAM	UDDK_DIAM_ERROR	DIAM12	DIAM12_ERROR	REDUCT_METHOD	INST_WAVELENGTH_VALUE	INST_FILTER_CODE	PHOT_FLUX_IR_MISC	UNITS	PHOT_JHN_B	PHOT_PHG_B	PHOT_JHN_V	PHOT_PHG_V	PHOT_JHN_R	PHOT_PHG_R	PHOT_JHN_I	PHOT_PHG_I	PHOT_COUS_I	PHOT_JHN_J	PHOT_JHN_H	PHOT_JHN_K	PHOT_JHN_L	PHOT_JHN_M	PHOT_JHN_N	VELOC_ROTAT	PHOT_COLOR_EXCESS	IR_FLUX_ORIGIN	POS_PARLX_TRIG_ERROR	PHOT_FLUX_IR_12	PHOT_FLUX_IR_12_ERROR	REF_STAR	PHYS_TEMP_EFFEC	PHYS_TEMP_EFFEC_ERROR	PHOT_EXTINCTION_TOTAL	CHI2_QUALITY	SP_TYP_PHYS_TEMP_EFFEC	PHOT_COUS_J	PHOT_COUS_H	PHOT_COUS_K	DIAM_BV	DIAM_VR	DIAM_VK	DIAM_IJ	DIAM_IK	DIAM_JK	DIAM_JH	DIAM_HK	DIAM_MEAN	DIAM_BV_ERROR	DIAM_VR_ERROR	DIAM_VK_ERROR	DIAM_IJ_ERROR	DIAM_IK_ERROR	DIAM_JK_ERROR	DIAM_JH_ERROR	DIAM_HK_ERROR	DIAM_MEAN_ERROR	DIAM_FLAG	EXTINCTION_RATIO	MO	LO	KO	HO	JO	IO	RO	VO	BO	VIS2	VIS2_ERROR	VIS2_8	VIS2_8_ERROR	VIS2_13	VIS2_13_ERROR	VIS2_FLAG	DIST	
HD	HIP	DM	TYC1	TYC2	TYC3	opt	2MASS	RAJ2000	DEJ2000	DENIS	A2RAdeg	A2DEdeg	pmDec	pmRa	plx	SpType	VarFlag1	VarFlag2	VarFlag3	MultFlag	Iflag	Jflag	Kflag	Qflag	GLAT	GLON	RadVel	LD	e_LD	UD	e_UD	UDDK	e_UDDK	Dia12	e_dia12	Meth	lambda	lambda	photflux	units	B	Bphg	V	Vphg	R	Rphg	I	Iphg	Icous	J	H	K	L	M	N	RotVel	color	orig	e_Plx	F12	e_F12	Calib	Teff	e_Teff	A_V	Chi2	SpTyp_Teff	Jcous	Hcous	Kcous	diam_bv	diam_vr	diam_vk	diam_ij	diam_ik	diam_jk	diam_jh	diam_hk	diam_mean	e_diam_bv	e_diam_vr	e_diam_vk	e_diam_ij	e_diam_ik	e_diam_jk	e_diam_jh	e_diam_hk	e_diam_mean	diamFlag	Av	Mo	Lo	Ko	Ho	Jo	Io	Ro	Vo	Bo	vis2	vis2Err	vis2(8mu)	vis2Err(8mu)	vis2(13mu)	vis2Err(13mu)	vis2Flag	dist	
-	-	-	-	-	-	U	20281630+1845349	20 28 16.30	+18 45 35.4	-	-	-	0	0	-	-	-	-	-	-	-	-	-	AAA	-11.47	61.14	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	15.450	14.608	-	-	12.790	-	14.600	13.819	13.289	12.951	12.850	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	13.302	12.944	12.874	-	-	-	-	-	0.013	0.012	0.014	0.013	-	-	-	-	-	0.001	0.002	0.001	0.003	OK	0.000	-	-	12.874	12.944	13.302	13.819	12.790	14.608	15.450	1.000	0.000	-	-	-	-	-	0.011	
-	-	-	-	-	-	U	20281370+1846254	20 28 13.71	+18 46 25.4	-	-	-	0	0	-	-	-	-	-	-	-	-	-	AAA	-11.46	61.15	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	16.210	15.460	-	-	14.610	-	15.050	14.348	13.584	13.077	12.962	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	13.587	13.070	12.986	-	-	-	-	-	0.014	0.015	0.019	0.016	-	-	-	-	-	0.001	0.003	0.002	0.003	OK	0.000	-	-	12.986	13.070	13.587	14.348	14.610	15.460	16.210	1.000	0.000	-	-	-	-	-	0.013	
-	-	-	-	-	-	U	20281314+1845583	20 28 13.14	+18 45 58.5	-	-	-	-10	-6	-	-	-	-	-	-	-	-	-	AAA	-11.46	61.14	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	16.790	15.776	-	-	15.410	-	15.530	14.839	14.196	13.663	13.646	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	14.203	13.659	13.670	-	-	-	-	-	0.009	0.012	0.016	0.012	-	-	-	-	-	0.001	0.002	0.002	0.002	NOK	0.000	-	-	13.670	13.659	14.203	14.839	15.410	15.776	16.790	-	-	-	-	-	-	-	0.016	
