# JMMC - Calibrator group
#
# This file has been created by Search Calibrators Software
#		Version : 3.3.5b
#		Date    : 2006-11-06T13:29:34
#
# REQUEST = -objectName HD 190228 -mag 0.00 -diffRa 1800 -diffDec 600 -radius 1.04 -band K -minMagRange 1 -maxMagRange 20 -ra 20: 3: 0 -dec 28:18:24 -baseMax 100 -wlen 0.5 -file HD 190228.csv -bright false -visErr 1 
# FORMAT = STANDARD
ID_HD	ID_HIP	ID_DM	ID_TYC1	ID_TYC2	ID_TYC3	ID_CATALOG	ID_2MASS	POS_EQ_RA_MAIN	POS_EQ_DEC_MAIN	ID_DENIS	POS_EQ_RA_OTHER	POS_EQ_DEC_OTHER	POS_EQ_PMDEC	POS_EQ_PMRA	POS_PARLX_TRIG	SPECT_TYPE_MK	CODE_VARIAB_V1	CODE_VARIAB_V2	VAR_CLASS	CODE_MULT_FLAG	CODE_MISC_I	CODE_MISC_J	CODE_MISC_K	CODE_QUALITY	POS_GAL_LAT	POS_GAL_LON	VELOC_HC	LD_DIAM	LD_DIAM_ERROR	UD_DIAM	UD_DIAM_ERROR	UDDK_DIAM	UDDK_DIAM_ERROR	DIAM12	DIAM12_ERROR	REDUCT_METHOD	INST_WAVELENGTH_VALUE	INST_FILTER_CODE	PHOT_FLUX_IR_MISC	UNITS	PHOT_JHN_B	PHOT_PHG_B	PHOT_JHN_V	PHOT_PHG_V	PHOT_JHN_R	PHOT_PHG_R	PHOT_JHN_I	PHOT_PHG_I	PHOT_COUS_I	PHOT_JHN_J	PHOT_JHN_H	PHOT_JHN_K	PHOT_JHN_L	PHOT_JHN_M	PHOT_JHN_N	VELOC_ROTAT	PHOT_COLOR_EXCESS	IR_FLUX_ORIGIN	POS_PARLX_TRIG_ERROR	PHOT_FLUX_IR_12	PHOT_FLUX_IR_12_ERROR	REF_STAR	PHYS_TEMP_EFFEC	PHYS_TEMP_EFFEC_ERROR	PHOT_EXTINCTION_TOTAL	CHI2_QUALITY	SP_TYP_PHYS_TEMP_EFFEC	PHOT_COUS_J	PHOT_COUS_H	PHOT_COUS_K	DIAM_BV	DIAM_VR	DIAM_VK	DIAM_IJ	DIAM_IK	DIAM_JK	DIAM_JH	DIAM_HK	DIAM_MEAN	DIAM_BV_ERROR	DIAM_VR_ERROR	DIAM_VK_ERROR	DIAM_IJ_ERROR	DIAM_IK_ERROR	DIAM_JK_ERROR	DIAM_JH_ERROR	DIAM_HK_ERROR	DIAM_MEAN_ERROR	DIAM_FLAG	EXTINCTION_RATIO	MO	LO	KO	HO	JO	IO	RO	VO	BO	VIS2	VIS2_ERROR	VIS2_8	VIS2_8_ERROR	VIS2_13	VIS2_13_ERROR	VIS2_FLAG	DIST	
HD	HIP	DM	TYC1	TYC2	TYC3	opt	2MASS	RAJ2000	DEJ2000	DENIS	A2RAdeg	A2DEdeg	pmDec	pmRa	plx	SpType	VarFlag1	VarFlag2	VarFlag3	MultFlag	Iflag	Jflag	Kflag	Qflag	GLAT	GLON	RadVel	LD	e_LD	UD	e_UD	UDDK	e_UDDK	Dia12	e_dia12	Meth	lambda	lambda	photflux	units	B	Bphg	V	Vphg	R	Rphg	I	Iphg	Icous	J	H	K	L	M	N	RotVel	color	orig	e_Plx	F12	e_F12	Calib	Teff	e_Teff	A_V	Chi2	SpTyp_Teff	Jcous	Hcous	Kcous	diam_bv	diam_vr	diam_vk	diam_ij	diam_ik	diam_jk	diam_jh	diam_hk	diam_mean	e_diam_bv	e_diam_vr	e_diam_vk	e_diam_ij	e_diam_ik	e_diam_jk	e_diam_jh	e_diam_hk	e_diam_mean	diamFlag	Av	Mo	Lo	Ko	Ho	Jo	Io	Ro	Vo	Bo	vis2	vis2Err	vis2(8mu)	vis2Err(8mu)	vis2(13mu)	vis2Err(13mu)	vis2Flag	dist	
-	-	-	-	-	-	U	20025728+2818286	20 02 57.20	+28 18 26.9	-	-	-	0	0	-	-	-	-	-	-	-	-	-	AAA	-1.39	65.99	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	17.370	-	-	-	16.880	-	-	-	15.753	14.663	14.433	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	15.719	14.653	14.457	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.000	-	-	14.457	14.653	15.719	-	16.880	-	17.370	-	-	-	-	-	-	-	0.010	
-	-	-	-	-	-	U	20030143+2819179	20 03 01.44	+28 19 17.9	-	-	-	-8	0	-	-	-	-	-	-	-	-	-	AAA	-1.40	66.01	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	18.490	16.918	-	-	15.960	-	15.410	15.359	14.429	13.784	13.606	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	14.421	13.776	13.630	-	-	-	-	-	0.012	0.015	0.020	0.016	-	-	-	-	-	0.001	0.003	0.002	0.003	NOK	0.000	-	-	13.630	13.776	14.421	15.359	15.960	16.918	18.490	-	-	-	-	-	-	-	0.016	
-	-	-	-	-	-	U	20030427+2818360	20 03 04.27	+28 18 36.1	-	-	-	-10	-6	-	-	-	-	-	-	-	-	-	AAA	-1.41	66.00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	17.550	17.361	-	-	15.900	-	15.870	15.817	14.891	14.316	14.079	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	14.884	14.306	14.103	-	-	-	-	-	0.009	0.010	0.013	0.011	-	-	-	-	-	0.001	0.002	0.001	0.002	NOK	0.000	-	-	14.103	14.306	14.884	15.817	15.900	17.361	17.550	-	-	-	-	-	-	-	0.016	
-	-	-	-	-	-	U	20025576+2818426	20 02 55.76	+28 18 42.8	-	-	-	16	2	-	-	-	-	-	-	-	-	-	AAA	-1.39	65.99	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	19.400	17.948	-	-	16.690	-	16.590	16.421	15.500	14.786	14.700	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	15.494	14.780	14.724	-	-	-	-	-	0.007	0.011	0.016	0.011	-	-	-	-	-	0.001	0.002	0.002	0.002	NOK	0.000	-	-	14.724	14.780	15.494	16.421	16.690	17.948	19.400	-	-	-	-	-	-	-	0.016	
