ID_HD	ID_HIP	ID_DM	ID_TYC1	ID_TYC2	ID_TYC3	ID_CATALOG	ID_2MASS	POS_EQ_RA_MAIN	POS_EQ_DEC_MAIN	ID_DENIS	POS_EQ_RA_OTHER	POS_EQ_DEC_OTHER	POS_EQ_PMDEC	POS_EQ_PMRA	POS_PARLX_TRIG	SPECT_TYPE_MK	CODE_VARIAB_V1	CODE_VARIAB_V2	VAR_CLASS	CODE_MULT_FLAG	CODE_MISC_I	CODE_MISC_J	CODE_MISC_K	CODE_QUALITY	POS_GAL_LAT	POS_GAL_LON	VELOC_HC	LD_DIAM	LD_DIAM_ERROR	UD_DIAM	UD_DIAM_ERROR	UDDK_DIAM	UDDK_DIAM_ERROR	DIAM12	DIAM12_ERROR	REDUCT_METHOD	INST_WAVELENGTH_VALUE	INST_FILTER_CODE	PHOT_FLUX_IR_MISC	UNITS	PHOT_JHN_B	PHOT_PHG_B	PHOT_JHN_V	PHOT_PHG_V	PHOT_JHN_R	PHOT_PHG_R	PHOT_JHN_I	PHOT_PHG_I	PHOT_COUS_I	PHOT_JHN_J	PHOT_JHN_H	PHOT_JHN_K	PHOT_JHN_L	PHOT_JHN_M	PHOT_JHN_N	VELOC_ROTAT	PHOT_COLOR_EXCESS	IR_FLUX_ORIGIN	POS_PARLX_TRIG_ERROR	PHOT_FLUX_IR_12	PHOT_FLUX_IR_12_ERROR	REF_STAR	PHYS_TEMP_EFFEC	PHYS_TEMP_EFFEC_ERROR	PHOT_EXTINCTION_TOTAL	CHI2_QUALITY	SP_TYP_PHYS_TEMP_EFFEC	PHOT_COUS_J	PHOT_COUS_H	PHOT_COUS_K	DIAM_BV	DIAM_VR	DIAM_VK	DIAM_IJ	DIAM_IK	DIAM_JK	DIAM_JH	DIAM_HK	DIAM_MEAN	DIAM_BV_ERROR	DIAM_VR_ERROR	DIAM_VK_ERROR	DIAM_IJ_ERROR	DIAM_IK_ERROR	DIAM_JK_ERROR	DIAM_JH_ERROR	DIAM_HK_ERROR	DIAM_MEAN_ERROR	DIAM_FLAG	EXTINCTION_RATIO	MO	LO	KO	HO	JO	IO	RO	VO	BO	VIS2	VIS2_ERROR	VIS2_8	VIS2_8_ERROR	VIS2_13	VIS2_13_ERROR	VIS2_FLAG	DIST	
HD	HIP	DM	TYC1	TYC2	TYC3	opt	2MASS	RAJ2000	DEJ2000	DENIS	A2RAdeg	A2DEdeg	pmDec	pmRa	plx	SpType	VarFlag1	VarFlag2	VarFlag3	MultFlag	Iflag	Jflag	Kflag	Qflag	GLAT	GLON	RadVel	LD	e_LD	UD	e_UD	UDDK	e_UDDK	Dia12	e_dia12	Meth	lambda	lambda	photflux	units	B	Bphg	V	Vphg	R	Rphg	I	Iphg	Icous	J	H	K	L	M	N	RotVel	color	orig	e_Plx	F12	e_F12	Calib	Teff	e_Teff	A_V	Chi2	SpTyp_Teff	Jcous	Hcous	Kcous	diam_bv	diam_vr	diam_vk	diam_ij	diam_ik	diam_jk	diam_jh	diam_hk	diam_mean	e_diam_bv	e_diam_vr	e_diam_vk	e_diam_ij	e_diam_ik	e_diam_jk	e_diam_jh	e_diam_hk	e_diam_mean	diamFlag	Av	Mo	Lo	Ko	Ho	Jo	Io	Ro	Vo	Bo	vis2	vis2Err	vis2(8mu)	vis2Err(8mu)	vis2(13mu)	vis2Err(13mu)	vis2Flag	dist	
-	-	-	-	-	-	U	17542157-3023120	17 54 21.56	-30 23 13.1	J175421.7-302316	268.590556	-30.388356	-38	-24	-	-	-	-	-	-	1000	1000	-	AAA	-2.37	359.73	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	17.610	18.881	-	-	18.000	-	17.320	14.407	13.852	13.095	12.820	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	13.833	13.084	12.844	-	-	-	0.009	0.014	0.019	0.027	-	0.017	-	-	-	0.001	0.001	0.002	0.005	-	0.003	NOK	0.000	-	-	12.844	13.084	13.833	14.407	18.000	18.881	17.610	-	-	-	-	-	-	-	0.013	
-	-	-	-	-	-	U	17542199-3022097	17 54 21.98	-30 22 10.0	J175421.9-302209	268.591492	-30.369495	0	0	-	-	-	-	-	-	-	1000	1000	AAA	-2.37	359.74	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	19.780	-	-	-	18.360	-	18.080	-	13.099	12.100	11.695	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	13.061	12.086	11.719	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.000	-	-	11.719	12.086	13.061	-	18.360	-	19.780	-	-	-	-	-	-	-	0.013	
-	-	-	-	-	-	-	-	17 54 15.86	-30 22 11.1	-	-	-	152	616	-	-	-	-	-	-	-	-	-	-	-2.35	359.73	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	18.920	-	-	-	14.760	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.000	-	-	-	-	-	-	14.760	-	18.920	-	-	-	-	-	-	-	0.014	
-	-	-	-	-	-	U	17541764-3021522	17 54 17.81	-30 21 50.6	J175417.6-302151	268.573492	-30.364514	40	58	-	-	-	-	-	-	1000	1000	1000	AAA	-2.35	359.74	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	13.650	19.837	-	-	15.990	-	18.000	15.281	13.652	12.718	12.517	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	13.628	12.709	12.541	-	-	-	0.020	0.021	0.023	0.052	-	0.029	-	-	-	0.001	0.001	0.002	0.009	-	0.006	NOK	0.000	-	-	12.541	12.709	13.628	15.281	15.990	19.837	13.650	-	-	-	-	-	-	-	0.014	
-	-	-	-	-	-	U	17541636-3023144	17 54 16.23	-30 23 13.1	J175416.3-302313	-	-	0	0	-	-	-	-	-	-	1004	1000	1000	AAA	-2.36	359.72	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	15.030	-	-	-	13.760	-	-	12.876	10.720	9.545	9.183	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	10.675	9.532	9.207	-	-	-	0.091	0.108	0.130	0.393	-	0.181	-	-	-	0.007	0.008	0.013	0.068	-	0.036	NOK	0.000	-	-	9.207	9.532	10.675	12.876	13.760	-	15.030	-	-	-	-	-	-	-	0.014	
-	-	-	-	-	-	U	17542043-3021514	17 54 20.37	-30 21 51.9	J175420.4-302151	268.584742	-30.364475	-2	-8	-	-	-	-	-	-	-	1000	-	AAA	-2.36	359.75	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	17.930	-	-	-	16.710	-	-	-	13.867	12.944	12.594	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	13.836	12.931	12.618	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.000	-	-	12.618	12.931	13.836	-	16.710	-	17.930	-	-	-	-	-	-	-	0.014	
-	-	-	-	-	-	U	17542294-3022502	17 54 23.15	-30 22 47.4	J175422.9-302249	-	-	0	0	-	-	-	-	-	-	1004	1000	1000	AAA	-2.38	359.74	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	18.500	-	-	-	28.030	-	26.060	14.372	10.176	8.873	8.254	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	10.110	8.854	8.278	-	-	-	0.121	0.166	0.237	0.687	-	0.303	-	-	-	0.009	0.012	0.023	0.119	-	0.061	NOK	0.000	-	-	8.278	8.854	10.110	14.372	28.030	-	18.500	-	-	-	-	-	-	-	0.015	
-	-	-	-	-	-	U	17541479-3022268	17 54 14.84	-30 22 27.7	J175414.7-302226	268.562088	-30.373817	0	0	-	-	-	-	-	-	1000	1000	1000	AAA	-2.35	359.73	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	18.860	-	-	-	20.660	-	12.600	15.299	13.172	12.274	11.977	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	13.145	12.263	12.001	-	-	-	0.029	0.029	0.030	0.058	-	0.036	-	-	-	0.002	0.002	0.003	0.010	-	0.007	NOK	0.000	-	-	12.001	12.263	13.145	15.299	20.660	-	18.860	-	-	-	-	-	-	-	0.015	
-	-	-	-	-	-	-	-	17 54 16.07	-30 21 54.3	-	-	-	0	0	-	-	-	-	-	-	-	-	-	-	-2.35	359.74	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	18.710	-	-	-	31.850	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.000	-	-	-	-	-	-	31.850	-	18.710	-	-	-	-	-	-	-	0.016	
-	-	-	-	-	-	U	17541806-3023347	17 54 17.48	-30 23 32.3	J175417.5-302333	268.573045	-30.392267	0	0	-	-	-	-	-	-	1000	1000	1000	AAA	-2.37	359.72	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	16.710	19.880	-	-	15.380	-	14.660	15.329	13.974	13.052	12.845	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	13.950	13.043	12.869	-	-	-	0.015	0.017	0.020	0.043	-	0.024	-	-	-	0.001	0.001	0.002	0.008	-	0.005	NOK	0.000	-	-	12.869	13.043	13.950	15.329	15.380	19.880	16.710	-	-	-	-	-	-	-	0.016	
-	-	-	-	-	-	U	17541650-3023259	17 54 16.60	-30 23 27.3	J175416.5-302325	-	-	0	0	-	-	-	-	-	-	1000	1000	1000	AAA	-2.36	359.72	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	13.940	20.037	-	-	15.340	-	13.340	15.516	13.530	12.727	12.439	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	13.508	12.716	12.463	-	-	-	0.024	0.023	0.023	0.037	-	0.026	-	-	-	0.002	0.002	0.002	0.006	-	0.005	NOK	0.000	-	-	12.463	12.716	13.508	15.516	15.340	20.037	13.940	-	-	-	-	-	-	-	0.016	
-	-	-	-	-	-	U	17541916-3021399	17 54 19.11	-30 21 39.6	-	-	-	0	0	-	-	-	-	-	-	-	-	-	AAA	-2.35	359.75	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	18.680	-	-	-	20.200	-	16.450	-	13.463	12.430	12.035	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	13.423	12.416	12.059	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.000	-	-	12.059	12.416	13.423	-	20.200	-	18.680	-	-	-	-	-	-	-	0.016	
-	-	-	-	-	-	U	17541450-3022455	17 54 14.48	-30 22 44.3	J175414.4-302245	268.560175	-30.378959	0	0	-	-	-	-	-	-	1000	1000	1000	AAA	-2.35	359.72	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	17.790	-	-	-	20.580	-	16.700	15.275	13.156	12.234	11.848	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	13.123	12.220	11.872	-	-	-	0.029	0.031	0.034	0.063	-	0.039	-	-	-	0.002	0.002	0.003	0.011	-	0.008	NOK	0.000	-	-	11.872	12.220	13.123	15.275	20.580	-	17.790	-	-	-	-	-	-	-	0.016	
